Instance : pr439.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
15	107217	107217	107217
trial...12
gene	min	max	ave
1	111128	122213	116010
2	109691	117695	112933
3	108850	113828	110769
4	108326	111572	109367
5	107834	109734	108564
6	107481	108950	108018
7	107339	108208	107660
8	107244	107801	107446
9	107217	107664	107316
10	107217	107403	107251
11	107217	107307	107227
12	107217	107250	107218
13	107217	107217	107217
trial...13
gene	min	max	ave
1	110856	122835	116123
2	109489	117728	113252
3	108248	115300	111007
4	107961	112102	109449
5	107492	110330	108471
6	107403	108779	107920
7	107297	108144	107592
8	107244	107837	107400
9	107217	107668	107301
10	107217	107358	107246
11	107217	107297	107225
12	107217	107264	107219
13	107217	107222	107217
14	107217	107217	107217
trial...14
gene	min	max	ave
1	110769	122027	115874
2	108429	118393	112966
3	108182	114313	110835
4	107943	112019	109316
5	107580	109496	108423
6	107330	108844	107901
7	107303	108041	107586
8	107222	107837	107401
9	107217	107467	107306
10	107217	107350	107247
11	107217	107294	107223
12	107217	107250	107217
13	107217	107217	107217
trial...15
gene	min	max	ave
1	110909	122571	115961
2	109161	117597	112921
3	108331	114649	110675
4	107804	111791	109137
5	107522	109973	108334
6	107324	108559	107838
7	107268	108056	107551
8	107232	107574	107371
9	107217	107504	107284
10	107217	107355	107246
11	107217	107255	107230
12	107217	107255	107222
13	107217	107250	107218
14	107217	107217	107217
trial...16
gene	min	max	ave
1	110154	120907	116369
2	109196	117409	113389
3	108408	114577	111293
4	108130	112675	109715
5	107883	109982	108682
6	107429	109193	108126
7	107339	108234	107775
8	107304	107911	107542
9	107269	107709	107397
10	107222	107493	107318
11	107222	107406	107270
12	107222	107341	107249
13	107222	107281	107238
14	107222	107264	107229
15	107222	107255	107224
16	107222	107255	107222
17	107222	107222	107222
trial...17
gene	min	max	ave
1	111589	122432	115791
2	109507	117981	112954
3	108798	113637	110843
4	107912	112464	109411
5	107684	110165	108493
6	107372	108676	107950
7	107317	108198	107604
8	107270	107704	107404
9	107217	107613	107314
10	107217	107408	107269
11	107217	107303	107246
12	107217	107270	107233
13	107217	107255	107224
14	107217	107255	107220
15	107217	107222	107219
16	107217	107222	107217
17	107217	107222	107217
18	107217	107217	107217
trial...18
gene	min	max	ave
1	110579	121992	116154
2	109344	117936	113133
3	108849	114386	110894
4	108040	111587	109321
5	107628	109605	108441
6	107465	108641	107924
7	107307	108101	107591
8	107252	107897	107386
9	107217	107492	107284
10	107217	107303	107241
11	107217	107285	107223
12	107217	107250	107217
13	107217	107217	107217
trial...19
gene	min	max	ave
1	111207	125463	116341
2	108911	117697	113293
3	108503	114610	111145
4	108245	112389	109599
5	107684	109993	108609
6	107547	108941	108076
7	107329	108200	107720
8	107262	107926	107489
9	107229	107612	107347
10	107217	107398	107269
11	107217	107337	107239
12	107217	107259	107228
13	107217	107250	107220
14	107217	107250	107217
15	107217	107217	107217
trial...20
gene	min	max	ave
1	110242	120757	115974
2	109668	118295	112981
3	108614	114830	110888
4	108102	111806	109417
5	107698	110354	108558
6	107420	108809	108030
7	107310	108229	107696
8	107257	107835	107473
9	107224	107576	107341
10	107217	107419	107266
11	107217	107325	107233
12	107217	107255	107222
13	107217	107250	107218
14	107217	107217	107217
opt count : 0
opt average : 107219
convergence generation : 14.6
