Instance : rd400.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	16050	16863	16463.4
2	15883	16561	16173.1
3	15731	16227	15964.9
4	15617	16007	15801.8
5	15490	15847	15670.8
6	15434	15710	15569
7	15393	15591	15491
8	15356	15537	15433.5
9	15302	15465	15387.4
10	15295	15420	15351
11	15286	15385	15323.3
12	15284	15335	15303.1
13	15284	15308	15291.9
14	15284	15297	15287
15	15284	15292	15285.6
16	15284	15287	15285
17	15284	15286	15284.5
18	15284	15286	15284.1
19	15284	15284	15284
trial...10
gene	min	max	ave
1	16159	16763	16449.4
2	15939	16466	16170.9
3	15724	16195	15963
4	15590	15978	15796.3
5	15532	15828	15668.7
6	15421	15706	15562.8
7	15353	15586	15479.4
8	15330	15547	15417.1
9	15302	15439	15368.6
10	15292	15403	15337.5
11	15286	15352	15314.8
12	15282	15332	15299.7
13	15281	15318	15291.2
14	15281	15296	15286
15	15281	15291	15283.2
16	15281	15286	15281.6
17	15281	15285	15281.1
18	15281	15282	15281
19	15281	15281	15281
trial...11
gene	min	max	ave
1	16067	16879	16445.9
2	15907	16434	16160.1
3	15692	16121	15942.1
4	15531	15962	15782.9
5	15488	15784	15658
6	15417	15675	15558
7	15363	15593	15477.1
8	15345	15514	15416.4
9	15320	15446	15370.1
10	15293	15433	15335.2
11	15287	15353	15313.7
12	15282	15322	15298.2
13	15281	15313	15288.9
14	15281	15293	15285.8
15	15281	15290	15284.5
16	15281	15286	15283.4
17	15281	15286	15282.4
18	15281	15285	15281.7
19	15281	15282	15281.4
20	15281	15282	15281.1
21	15281	15282	15281
22	15281	15281	15281
trial...12
gene	min	max	ave
1	16008	16783	16438.1
2	15861	16466	16164.5
3	15743	16184	15958.1
4	15616	16056	15793.6
5	15520	15800	15663.1
6	15414	15707	15560.8
7	15376	15606	15479.4
8	15309	15544	15410
9	15299	15435	15362.9
10	15292	15390	15328.8
11	15284	15354	15306.4
12	15282	15316	15292.8
13	15282	15301	15287
14	15282	15290	15284.4
15	15282	15286	15283.4
16	15282	15286	15282.7
17	15282	15284	15282.2
18	15282	15284	15282
19	15282	15282	15282
trial...13
gene	min	max	ave
1	16123	16975	16431.5
2	15801	16418	16141.6
3	15696	16216	15923.3
4	15550	15925	15763.2
5	15484	15834	15643.3
6	15403	15659	15545.6
7	15362	15605	15468
8	15331	15505	15404.3
9	15306	15452	15361.3
10	15293	15379	15330.5
11	15286	15348	15308.9
12	15282	15319	15295.8
13	15282	15303	15288.8
14	15281	15297	15285.3
15	15281	15290	15283.5
16	15281	15287	15282.4
17	15281	15284	15281.7
18	15281	15284	15281.4
19	15281	15282	15281.1
20	15281	15282	15281
21	15281	15281	15281
trial...14
gene	min	max	ave
1	16063	16889	16455.5
2	15898	16450	16164.5
3	15764	16198	15957.2
4	15584	16003	15792.6
5	15463	15874	15666.5
6	15384	15709	15559
7	15357	15602	15478
8	15321	15506	15410.2
9	15296	15454	15359.1
10	15288	15394	15323.5
11	15284	15351	15301.3
12	15281	15311	15291.2
13	15281	15300	15285.8
14	15281	15290	15282.8
15	15281	15288	15281.3
16	15281	15281	15281
trial...15
gene	min	max	ave
1	15969	16835	16415.3
2	15817	16451	16134.7
3	15668	16165	15927.2
4	15574	15955	15772.1
5	15512	15782	15646.3
6	15408	15666	15546.6
7	15347	15585	15464.2
8	15326	15501	15402.6
9	15304	15436	15359.5
10	15292	15386	15328.8
11	15282	15351	15308
12	15282	15329	15294.3
13	15282	15298	15287.5
14	15282	15294	15284.2
15	15282	15290	15282.4
16	15282	15286	15282
17	15282	15282	15282
trial...16
gene	min	max	ave
1	15816	17042	16430.8
2	15736	16501	16145
3	15655	16168	15930
4	15554	15976	15770.5
5	15483	15816	15648.4
6	15423	15730	15554.4
7	15357	15595	15472.5
8	15339	15481	15415.1
9	15313	15432	15374.3
10	15295	15400	15342.9
11	15288	15393	15319.6
12	15281	15330	15301.3
13	15281	15322	15290.8
14	15281	15297	15284.8
15	15281	15293	15282.3
16	15281	15290	15281.2
17	15281	15281	15281
trial...17
gene	min	max	ave
1	16096	16829	16434.4
2	15895	16383	16148.2
3	15694	16179	15942.2
4	15639	15952	15783.2
5	15483	15800	15659.2
6	15441	15711	15560.7
7	15370	15589	15482.9
8	15347	15519	15424.2
9	15315	15478	15379.6
10	15303	15392	15343.9
11	15289	15359	15317.5
12	15283	15328	15301.3
13	15282	15322	15291.3
14	15281	15301	15286.4
15	15281	15291	15284
16	15281	15286	15283.2
17	15281	15284	15282.7
18	15281	15284	15282.2
19	15281	15283	15281.9
20	15281	15282	15281.7
21	15281	15282	15281.5
22	15281	15282	15281.3
23	15281	15282	15281.1
24	15281	15282	15281
25	15281	15281	15281
trial...18
gene	min	max	ave
1	16007	16866	16437.5
2	15776	16469	16146.2
3	15635	16196	15940.8
4	15546	16013	15780.9
5	15471	15826	15657.1
6	15433	15790	15561.2
7	15381	15585	15482.2
8	15343	15516	15423
9	15316	15498	15380.2
10	15290	15427	15346.4
11	15284	15368	15321.8
12	15283	15334	15303
13	15281	15317	15293.1
14	15281	15302	15287.5
15	15281	15294	15284.5
16	15281	15290	15283.1
17	15281	15286	15282.2
18	15281	15284	15281.4
19	15281	15282	15281.1
20	15281	15282	15281
21	15281	15281	15281
trial...19
gene	min	max	ave
1	16063	16800	16416.5
2	15876	16394	16128.2
3	15707	16133	15921.1
4	15586	15955	15764.5
5	15474	15772	15642.3
6	15412	15673	15545.3
7	15376	15567	15464
8	15325	15490	15404.9
9	15302	15427	15359.1
10	15284	15385	15326.5
11	15281	15343	15304.2
12	15281	15318	15292
13	15281	15303	15285.6
14	15281	15294	15282.4
15	15281	15286	15281.2
16	15281	15284	15281
17	15281	15281	15281
trial...20
gene	min	max	ave
1	16058	16896	16450.6
2	15868	16508	16164.1
3	15738	16214	15947
4	15545	15989	15783.1
5	15465	15837	15657.9
6	15408	15721	15552.8
7	15370	15575	15471.1
8	15322	15490	15412.1
9	15293	15448	15366.7
10	15286	15384	15333.3
11	15284	15352	15311.3
12	15281	15322	15298.9
13	15281	15311	15292.2
14	15281	15301	15287.4
15	15281	15294	15284.6
16	15281	15290	15282.8
17	15281	15286	15282
18	15281	15284	15281.3
19	15281	15284	15281
20	15281	15281	15281
opt count : 0
opt average : 15281.4
convergence generation : 19.5
