Instance : rat195.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
15	2323	2323	2323
trial...9
gene	min	max	ave
1	2427	2595	2503.62
2	2383	2512	2441.67
3	2344	2445	2397.76
4	2335	2413	2368.36
5	2330	2376	2350.41
6	2328	2359	2339.52
7	2328	2353	2333.57
8	2328	2340	2330.39
9	2328	2334	2329.05
10	2328	2331	2328.43
11	2328	2330	2328.09
12	2328	2329	2328.01
13	2328	2328	2328
trial...10
gene	min	max	ave
1	2404	2606	2498.89
2	2366	2514	2436.46
3	2345	2448	2394.84
4	2336	2407	2366.88
5	2331	2378	2349.3
6	2323	2359	2338.76
7	2323	2346	2332.53
8	2323	2337	2329.01
9	2323	2332	2326.93
10	2323	2329	2325.48
11	2323	2329	2324.09
12	2323	2329	2323.2
13	2323	2328	2323.03
14	2323	2323	2323
trial...11
gene	min	max	ave
1	2424	2587	2503.34
2	2383	2513	2442.01
3	2344	2469	2398.55
4	2334	2408	2369.72
5	2331	2386	2351.12
6	2326	2364	2340.18
7	2325	2351	2334.18
8	2323	2342	2330.41
9	2323	2334	2328.09
10	2323	2332	2326.12
11	2323	2330	2324.43
12	2323	2328	2323.4
13	2323	2328	2323.04
14	2323	2323	2323
trial...12
gene	min	max	ave
1	2422	2593	2502.53
2	2391	2512	2441.49
3	2357	2444	2398.49
4	2339	2402	2370.2
5	2331	2385	2351.92
6	2329	2361	2341.57
7	2328	2349	2335.36
8	2328	2344	2331.52
9	2328	2334	2329.32
10	2328	2331	2328.47
11	2328	2330	2328.09
12	2328	2328	2328
trial...13
gene	min	max	ave
1	2414	2611	2508.36
2	2376	2535	2446.3
3	2363	2452	2403.82
4	2341	2425	2374.5
5	2334	2387	2355.45
6	2331	2367	2344.97
7	2325	2354	2338.07
8	2325	2345	2332.89
9	2323	2340	2329.88
10	2323	2336	2327.88
11	2323	2331	2326.45
12	2323	2329	2324.92
13	2323	2328	2323.75
14	2323	2328	2323.12
15	2323	2323	2323
trial...14
gene	min	max	ave
1	2407	2616	2504.3
2	2377	2504	2440.01
3	2354	2444	2397.49
4	2332	2408	2369.93
5	2330	2380	2352.63
6	2323	2368	2342.41
7	2323	2351	2335.62
8	2323	2343	2331.1
9	2323	2335	2328.59
10	2323	2331	2327.33
11	2323	2329	2326.19
12	2323	2328	2324.68
13	2323	2328	2323.57
14	2323	2328	2323.05
15	2323	2323	2323
trial...15
gene	min	max	ave
1	2426	2594	2501.3
2	2364	2500	2440.46
3	2357	2455	2399.24
4	2331	2413	2370.29
5	2323	2380	2351.33
6	2323	2361	2339.39
7	2323	2347	2332.7
8	2323	2340	2329.28
9	2323	2335	2327.07
10	2323	2329	2325.46
11	2323	2329	2324.03
12	2323	2328	2323.18
13	2323	2324	2323.01
14	2323	2323	2323
trial...16
gene	min	max	ave
1	2434	2609	2507.64
2	2384	2514	2446.91
3	2358	2468	2402.86
4	2338	2411	2373.11
5	2328	2391	2352.65
6	2323	2373	2340.64
7	2323	2353	2334.11
8	2323	2341	2331.07
9	2323	2333	2329.06
10	2323	2333	2326.98
11	2323	2332	2324.88
12	2323	2330	2323.59
13	2323	2329	2323.05
14	2323	2323	2323
trial...17
gene	min	max	ave
1	2419	2598	2507.8
2	2390	2516	2443.89
3	2363	2452	2403.81
4	2337	2417	2374.11
5	2333	2380	2355.49
6	2326	2364	2344.16
7	2324	2353	2337.7
8	2323	2344	2333.16
9	2323	2336	2330.24
10	2323	2334	2328.09
11	2323	2332	2326.03
12	2323	2330	2324.22
13	2323	2329	2323.34
14	2323	2324	2323.01
15	2323	2323	2323
trial...18
gene	min	max	ave
1	2405	2584	2500.08
2	2366	2499	2441.32
3	2340	2450	2400.39
4	2333	2413	2371.72
5	2330	2382	2351.95
6	2329	2361	2340.58
7	2324	2348	2334.39
8	2323	2343	2331.18
9	2323	2335	2329.36
10	2323	2331	2328.28
11	2323	2330	2327.16
12	2323	2329	2325.89
13	2323	2328	2324.6
14	2323	2328	2323.5
15	2323	2328	2323.1
16	2323	2323	2323
trial...19
gene	min	max	ave
1	2388	2617	2502.91
2	2345	2497	2440.95
3	2335	2456	2399.56
4	2330	2409	2370.89
5	2328	2388	2353.34
6	2328	2362	2342.06
7	2323	2352	2334.76
8	2323	2340	2330.5
9	2323	2333	2328.32
10	2323	2332	2326.54
11	2323	2330	2324.83
12	2323	2328	2323.51
13	2323	2328	2323.05
14	2323	2323	2323
trial...20
gene	min	max	ave
1	2408	2576	2503.55
2	2370	2509	2441.64
3	2353	2442	2398.3
4	2339	2413	2370.91
5	2326	2382	2351.42
6	2325	2362	2340.84
7	2323	2349	2334.23
8	2323	2340	2330.59
9	2323	2334	2328.32
10	2323	2331	2326.57
11	2323	2329	2325.28
12	2323	2329	2323.95
13	2323	2328	2323.12
14	2323	2323	2323
opt count : 0
opt average : 2323.8
convergence generation : 14.55
