Instance : kroA200.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
2	29722	31450	30583.5
3	29641	31196	30111.4
4	29477	30539	29788.3
5	29368	30091	29587.1
6	29368	29919	29465.2
7	29368	29632	29401.2
8	29368	29481	29374.1
9	29368	29382	29368.1
10	29368	29368	29368
trial...18
gene	min	max	ave
1	30357	32391	31328.7
2	29684	31405	30606.5
3	29575	30706	30115.6
4	29370	30400	29794.5
5	29368	29955	29578.3
6	29368	29839	29471.3
7	29368	29566	29408
8	29368	29451	29378.2
9	29368	29445	29368.8
10	29368	29368	29368
trial...19
gene	min	max	ave
1	29969	32584	31192.8
2	29790	31699	30506.3
3	29538	30721	30041
4	29394	30182	29727.9
5	29368	29827	29537.8
6	29368	29670	29436.3
7	29368	29550	29384.1
8	29368	29397	29370.5
9	29368	29382	29368.4
10	29368	29368	29368
trial...20
gene	min	max	ave
1	29836	32860	31193.6
2	29686	31443	30479.7
3	29483	30816	30000.1
4	29405	30419	29696.4
5	29368	29774	29521.9
6	29368	29663	29425.5
7	29368	29501	29382.2
8	29368	29414	29369.7
9	29368	29368	29368
opt count : 0
opt average : 29368
convergence generation : 9.95
