Instance : kroB200.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
8	29437	29536	29448.6
9	29437	29480	29440
10	29437	29447	29437.2
11	29437	29438	29437
12	29437	29437	29437
trial...10
gene	min	max	ave
1	30284	32879	31375.2
2	30001	31638	30704.4
3	29703	30800	30268
4	29463	30489	29943.6
5	29447	30052	29702.4
6	29437	29861	29559.3
7	29437	29680	29482.7
8	29437	29544	29452.6
9	29437	29525	29441.8
10	29437	29461	29437.9
11	29437	29438	29437
12	29437	29437	29437
trial...11
gene	min	max	ave
1	30263	32489	31434.4
2	29974	31753	30763.8
3	29739	30994	30283.1
4	29478	30616	29961
5	29451	30087	29721.4
6	29437	29837	29576.5
7	29437	29700	29503.2
8	29437	29541	29467
9	29437	29527	29444.6
10	29437	29525	29437.6
11	29437	29437	29437
trial...12
gene	min	max	ave
1	30221	32781	31401
2	30010	31443	30733.9
3	29654	30836	30246.6
4	29573	30378	29933.8
5	29475	30111	29703.8
6	29444	29880	29554.9
7	29437	29605	29481
8	29437	29581	29454.2
9	29437	29489	29440.5
10	29437	29452	29437.2
11	29437	29438	29437
12	29437	29437	29437
trial...13
gene	min	max	ave
1	30357	32440	31359.2
2	30085	31393	30691.9
3	29642	30804	30225.2
4	29600	30314	29920.2
5	29479	30123	29704.1
6	29445	29819	29573.6
7	29437	29636	29501.7
8	29437	29585	29468.2
9	29437	29517	29448.7
10	29437	29480	29439.6
11	29437	29460	29437.2
12	29437	29437	29437
trial...14
gene	min	max	ave
1	30296	32779	31390.3
2	29963	31589	30691.2
3	29533	30952	30214.6
4	29489	30347	29893.4
5	29438	30011	29658.4
6	29438	29930	29530.5
7	29437	29625	29469.5
8	29437	29526	29443.9
9	29437	29480	29438.2
10	29437	29438	29437.3
11	29437	29438	29437.1
12	29437	29438	29437
13	29437	29437	29437
trial...15
gene	min	max	ave
1	30336	32663	31409.8
2	29924	31513	30747.3
3	29701	30941	30304.8
4	29566	30514	29977.1
5	29507	30204	29748.2
6	29445	29982	29585
7	29437	29635	29497.7
8	29437	29569	29459.9
9	29437	29497	29443.4
10	29437	29461	29438.4
11	29437	29447	29437.1
12	29437	29438	29437
13	29437	29437	29437
trial...16
gene	min	max	ave
1	30547	32637	31392.3
2	29872	31570	30722.1
3	29772	30883	30253.8
4	29527	30401	29951.2
5	29463	30079	29733.6
6	29439	29878	29590.5
7	29437	29687	29508.8
8	29437	29587	29464.1
9	29437	29522	29444.6
10	29437	29479	29438.6
11	29437	29437	29437
trial...17
gene	min	max	ave
1	30173	32652	31403.2
2	29829	31434	30732.6
3	29714	30979	30303.7
4	29528	30587	29997.8
5	29451	30211	29764
6	29439	29945	29608.9
7	29437	29810	29516.1
8	29437	29610	29467.4
9	29437	29517	29446.1
10	29437	29455	29439
11	29437	29452	29437.3
12	29437	29437	29437
trial...18
gene	min	max	ave
1	30340	32699	31389.9
2	29980	31573	30731.2
3	29706	31028	30280.5
4	29456	30476	29963.1
5	29438	30154	29719.6
6	29437	29824	29567.6
7	29437	29735	29490.8
8	29437	29533	29452.6
9	29437	29480	29438.8
10	29437	29438	29437.1
11	29437	29438	29437
12	29437	29437	29437
trial...19
gene	min	max	ave
1	30236	32724	31427.3
2	29877	31666	30747.3
3	29689	30940	30270.1
4	29525	30431	29943.3
5	29451	30125	29716.7
6	29438	29896	29567.5
7	29437	29690	29496.1
8	29437	29533	29465.2
9	29437	29525	29450.2
10	29437	29480	29440.7
11	29437	29449	29437.1
12	29437	29437	29437
trial...20
gene	min	max	ave
1	30364	32819	31352.1
2	30018	31757	30702.1
3	29719	30831	30278.5
4	29492	30537	29953.3
5	29461	30142	29712.2
6	29437	29874	29560.7
7	29437	29651	29478.3
8	29437	29594	29450.4
9	29437	29525	29439.4
10	29437	29438	29437
11	29437	29437	29437
opt count : 0
opt average : 29437
convergence generation : 11.75
