Instance : pr299.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	49870	53676	51699.8
2	49265	52477	50534.2
3	48928	50658	49690.1
4	48489	49927	49100.4
5	48336	49376	48722.8
6	48217	48860	48480.8
7	48191	48538	48328.3
8	48191	48422	48249.6
9	48191	48320	48206.4
10	48191	48241	48193.7
11	48191	48197	48191.3
12	48191	48191	48191
trial...9
gene	min	max	ave
1	49690	54128	51650.9
2	49172	52077	50385.2
3	48846	50868	49558.6
4	48469	50110	49002.7
5	48299	49257	48639.7
6	48197	48797	48405.5
7	48191	48525	48286.2
8	48191	48360	48234.9
9	48191	48316	48213.4
10	48191	48241	48202.7
11	48191	48223	48194
12	48191	48223	48191.4
13	48191	48191	48191
trial...10
gene	min	max	ave
1	50230	54483	51702.4
2	49013	52577	50517
3	48807	50988	49671.5
4	48514	49831	49127.8
5	48319	49181	48746.5
6	48209	48870	48495.8
7	48195	48612	48349.1
8	48191	48428	48264.8
9	48191	48317	48219.5
10	48191	48279	48199.7
11	48191	48232	48192.4
12	48191	48191	48191
trial...11
gene	min	max	ave
1	49942	53834	51698.7
2	49181	51865	50444.1
3	48795	50738	49572.4
4	48519	49762	49025.3
5	48324	49139	48663.2
6	48210	48813	48423
7	48191	48491	48288.5
8	48191	48368	48218.4
9	48191	48258	48194.6
10	48191	48223	48191.2
11	48191	48191	48191
trial...12
gene	min	max	ave
1	49757	53559	51663.9
2	49250	52065	50413.9
3	48788	50680	49575.2
4	48537	50033	49028.8
5	48364	49161	48684.7
6	48229	48867	48454.8
7	48191	48579	48315.5
8	48191	48397	48237.3
9	48191	48281	48203.4
10	48191	48255	48192.2
11	48191	48197	48191.1
12	48191	48191	48191
trial...13
gene	min	max	ave
1	49680	53298	51665.6
2	49185	51768	50434.9
3	48895	50921	49574
4	48484	49717	49050.6
5	48288	49198	48710.4
6	48217	48850	48492.9
7	48195	48654	48362.1
8	48191	48425	48280.5
9	48191	48329	48231.5
10	48191	48300	48205
11	48191	48279	48194.7
12	48191	48197	48192.3
13	48191	48197	48191.2
14	48191	48191	48191
trial...14
gene	min	max	ave
1	50318	53812	51809.5
2	49560	51913	50578
3	49022	50570	49740.1
4	48503	50060	49167.9
5	48351	49343	48765.1
6	48215	48821	48509.8
7	48195	48639	48359.4
8	48191	48431	48269
9	48191	48314	48216.8
10	48191	48279	48196.4
11	48191	48223	48191.3
12	48191	48191	48191
trial...15
gene	min	max	ave
1	49975	54004	51708.8
2	49253	52018	50506.4
3	48756	50981	49666.1
4	48565	49917	49068.3
5	48350	49352	48675.7
6	48212	48713	48439.5
7	48191	48509	48302.9
8	48191	48363	48232
9	48191	48279	48197.5
10	48191	48226	48191.4
11	48191	48191	48191
trial...16
gene	min	max	ave
1	49792	54117	51702.2
2	49067	52105	50490.7
3	48618	51128	49640.1
4	48534	50110	49054
5	48338	49161	48685.7
6	48233	48808	48450.1
7	48191	48598	48313.1
8	48191	48379	48240.4
9	48191	48307	48207.1
10	48191	48241	48194.4
11	48191	48223	48191.3
12	48191	48191	48191
trial...17
gene	min	max	ave
1	49901	53754	51678.1
2	49131	51888	50446.4
3	48771	50746	49621.3
4	48551	49633	49044.9
5	48320	49252	48684.5
6	48239	48731	48453.5
7	48195	48490	48317.4
8	48191	48360	48248.2
9	48191	48300	48209.3
10	48191	48279	48194.6
11	48191	48197	48191.1
12	48191	48191	48191
trial...18
gene	min	max	ave
1	49877	53971	51688.6
2	49225	52655	50500.3
3	48742	50673	49625.3
4	48545	49900	49062.8
5	48293	49169	48700.7
6	48202	48796	48470.7
7	48202	48520	48335.9
8	48191	48408	48261.6
9	48191	48307	48219.8
10	48191	48241	48199.1
11	48191	48223	48193.9
12	48191	48197	48191.9
13	48191	48197	48191.2
14	48191	48191	48191
trial...19
gene	min	max	ave
1	49638	54160	51743.2
2	49223	51887	50541.5
3	48759	50694	49703.4
4	48499	49807	49130
5	48325	49430	48741.8
6	48197	48793	48481.9
7	48191	48567	48335.6
8	48191	48389	48258.1
9	48191	48291	48215.9
10	48191	48279	48198.9
11	48191	48223	48193.6
12	48191	48197	48191.5
13	48191	48191	48191
trial...20
gene	min	max	ave
1	50037	54252	51806
2	49268	52631	50512.1
3	48697	51019	49667.2
4	48527	49684	49095.5
5	48263	49256	48716.4
6	48219	48806	48466.9
7	48197	48578	48314.3
8	48191	48374	48234
9	48191	48313	48203.4
10	48191	48223	48194.9
11	48191	48197	48192
12	48191	48197	48191.3
13	48191	48191	48191
opt count : 0
opt average : 48191
convergence generation : 12.3
