Instance : pcb442.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
3	52047	53760	52942.1
4	51565	53121	52341.9
5	51432	52472	51914.3
6	51156	52049	51563.4
7	50963	51738	51294.4
8	50951	51529	51110.8
9	50857	51301	50995.6
10	50841	51113	50936.9
11	50795	50966	50911.9
12	50786	50936	50885.8
13	50778	50934	50852.3
14	50778	50922	50815.4
15	50778	50896	50791.4
16	50778	50847	50781.7
17	50778	50791	50778.6
18	50778	50783	50778.1
19	50778	50778	50778
trial...11
gene	min	max	ave
1	53341	56509	54935
2	52480	54874	53770.2
3	52033	53708	52924
4	51587	52969	52284.2
5	51225	52323	51782.1
6	51045	51927	51413.8
7	50965	51580	51167.2
8	50922	51257	51023.9
9	50841	51116	50952.6
10	50829	50967	50921.4
11	50815	50961	50904.5
12	50815	50932	50883.8
13	50815	50915	50858.4
14	50815	50912	50833.7
15	50815	50901	50817.8
16	50815	50829	50815.2
17	50815	50815	50815
trial...12
gene	min	max	ave
1	53592	56896	55008.7
2	52648	55156	53812
3	52128	53821	52981
4	51705	52962	52359.1
5	51355	52427	51892.3
6	51129	51965	51549.3
7	50967	51679	51304.3
8	50894	51426	51130
9	50832	51258	51017.8
10	50814	51098	50937.6
11	50798	51011	50899.2
12	50781	50931	50864.5
13	50778	50919	50828.7
14	50778	50899	50797.5
15	50778	50811	50785.3
16	50778	50793	50780.8
17	50778	50790	50778.7
18	50778	50778	50778
trial...13
gene	min	max	ave
1	53307	56729	54830.8
2	52705	54931	53674.1
3	52084	53598	52851.4
4	51687	53129	52258.6
5	51258	52400	51824.7
6	51028	51967	51494.2
7	50989	51594	51257.4
8	50922	51320	51095.9
9	50846	51197	50988.9
10	50810	51079	50925.3
11	50790	50968	50883.2
12	50778	50925	50845.5
13	50778	50915	50817.5
14	50778	50845	50798.7
15	50778	50822	50788.2
16	50778	50808	50781.9
17	50778	50791	50779
18	50778	50790	50778.1
19	50778	50778	50778
trial...14
gene	min	max	ave
1	53677	56423	54998.7
2	52652	55368	53843
3	51903	53723	52989.1
4	51596	53046	52370.8
5	51365	52503	51901.7
6	51220	52257	51554
7	51074	51652	51301.1
8	50976	51402	51138
9	50883	51186	51030
10	50810	51087	50951.3
11	50808	51014	50892
12	50790	50931	50847.2
13	50790	50912	50819.2
14	50790	50828	50808.6
15	50790	50822	50804.2
16	50790	50815	50799.6
17	50790	50808	50794.4
18	50790	50808	50791.1
19	50790	50808	50790.1
20	50790	50790	50790
trial...15
gene	min	max	ave
1	53304	56376	54897.1
2	52623	55350	53787.7
3	51928	53711	52937.3
4	51750	53121	52305.5
5	51260	52374	51855.5
6	51124	51931	51515.6
7	50979	51574	51270.5
8	50940	51390	51098.6
9	50901	51214	50991
10	50815	51107	50941.9
11	50815	50979	50915.7
12	50808	50953	50892.7
13	50797	50932	50860.5
14	50790	50922	50829.2
15	50790	50891	50812
16	50790	50822	50805.4
17	50790	50815	50798.8
18	50790	50815	50792.8
19	50790	50808	50790.2
20	50790	50790	50790
trial...16
gene	min	max	ave
1	53595	56754	54925.4
2	52498	55155	53757.6
3	52062	53880	52912.9
4	51556	53114	52279.8
5	51323	52372	51800.7
6	51118	51857	51441.5
7	50986	51623	51202.9
8	50896	51273	51046.8
9	50839	51115	50962.5
10	50812	50977	50926
11	50781	50953	50906.6
12	50778	50932	50883
13	50778	50925	50849.9
14	50778	50915	50814.9
15	50778	50891	50792
16	50778	50829	50781.5
17	50778	50812	50778.7
18	50778	50785	50778.1
19	50778	50778	50778
trial...17
gene	min	max	ave
1	53563	56594	54889.8
2	52677	54972	53686.7
3	51952	53785	52862.4
4	51555	52838	52267.8
5	51411	52269	51834.7
6	51160	51980	51513.8
7	50989	51597	51266.5
8	50939	51402	51107
9	50911	51153	51009.1
10	50818	51079	50953.2
11	50815	51016	50925.4
12	50815	50942	50910.2
13	50808	50934	50885.1
14	50808	50932	50852.9
15	50808	50922	50821.4
16	50808	50829	50810
17	50808	50815	50808.2
18	50808	50808	50808
trial...18
gene	min	max	ave
1	53606	56755	54938.2
2	52683	55006	53790.4
3	52102	53791	52943.8
4	51545	52957	52304.2
5	51387	52461	51846.7
6	51150	52123	51514.8
7	50920	51572	51267.8
8	50872	51444	51094
9	50839	51205	50983.2
10	50803	51063	50914.2
11	50778	50941	50867.9
12	50778	50919	50829.4
13	50778	50915	50800.2
14	50778	50873	50784.4
15	50778	50803	50779.1
16	50778	50778	50778
trial...19
gene	min	max	ave
1	53577	56914	54955.8
2	52442	55074	53766.9
3	51995	53778	52926.1
4	51663	53139	52313.2
5	51352	52486	51855.9
6	51068	52037	51501.6
7	50994	51691	51247.5
8	50910	51342	51083.6
9	50867	51107	50982.6
10	50824	51009	50929.8
11	50815	50961	50900.4
12	50785	50929	50868.4
13	50778	50922	50835.3
14	50778	50897	50809.5
15	50778	50891	50797.2
16	50778	50808	50789.9
17	50778	50808	50783.3
18	50778	50808	50778.9
19	50778	50794	50778.1
20	50778	50778	50778
trial...20
gene	min	max	ave
1	53201	56252	54947
2	52094	54779	53765.7
3	51935	53800	52942.4
4	51677	53115	52321.8
5	51288	52436	51855.8
6	51041	51967	51499.7
7	50930	51675	51252.7
8	50838	51275	51079.2
9	50809	51144	50979.8
10	50792	51029	50919.2
11	50778	51007	50875.3
12	50778	50934	50828.9
13	50778	50912	50799
14	50778	50822	50785.1
15	50778	50792	50779.4
16	50778	50792	50778.1
17	50778	50778	50778
opt count : 0
opt average : 50784.8
convergence generation : 19.3
