Instance : d493.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
14	35004	35046	35018.4
15	35004	35028	35010.2
16	35004	35019	35006.9
17	35004	35012	35005.4
18	35004	35008	35004.8
19	35004	35005	35004.4
20	35004	35005	35004.2
21	35004	35005	35004
22	35004	35004	35004
trial...15
gene	min	max	ave
1	36668	38521	37376.3
2	36379	37425	36812
3	35973	36925	36406.2
4	35689	36459	36090.7
5	35434	36129	35843
6	35315	35890	35643.1
7	35221	35699	35485.7
8	35172	35548	35358.1
9	35089	35428	35254.3
10	35054	35312	35173.8
11	35042	35203	35111.3
12	35015	35164	35065.9
13	35013	35105	35034.6
14	35007	35058	35020.7
15	35004	35035	35013.9
16	35002	35023	35009.4
17	35002	35015	35006.4
18	35002	35012	35004.7
19	35002	35006	35003.8
20	35002	35005	35003.5
21	35002	35004	35003.1
22	35002	35004	35002.6
23	35002	35004	35002.2
24	35002	35003	35002
25	35002	35002	35002
trial...16
gene	min	max	ave
1	36529	38645	37452.9
2	36241	37446	36873.5
3	35979	36990	36444.7
4	35752	36466	36121.5
5	35577	36158	35866.2
6	35412	35951	35667.4
7	35240	35768	35508.5
8	35191	35601	35374.3
9	35123	35442	35267.5
10	35082	35316	35184.8
11	35041	35259	35120.8
12	35020	35145	35075
13	35014	35108	35046.5
14	35008	35056	35030.5
15	35005	35042	35021.2
16	35005	35030	35014.6
17	35004	35025	35009.9
18	35004	35017	35007.2
19	35004	35009	35006.1
20	35004	35008	35005.2
21	35004	35008	35004.6
22	35004	35005	35004.3
23	35004	35005	35004.1
24	35004	35005	35004
25	35004	35004	35004
trial...17
gene	min	max	ave
1	36600	38456	37477.5
2	36225	37427	36880.4
3	35773	36809	36432.7
4	35729	36478	36114.1
5	35572	36191	35861.3
6	35375	35922	35649.5
7	35275	35837	35481
8	35174	35559	35344.7
9	35097	35479	35234.2
10	35047	35325	35153.3
11	35023	35241	35093.9
12	35021	35116	35056.9
13	35010	35081	35036.4
14	35003	35049	35025.5
15	35002	35036	35019
16	35002	35029	35013.2
17	35002	35020	35008.7
18	35002	35020	35005.3
19	35002	35014	35003
20	35002	35006	35002.2
21	35002	35002	35002
trial...18
gene	min	max	ave
1	36729	38385	37418.6
2	36329	37330	36816.6
3	36059	36836	36406.6
4	35732	36665	36077.5
5	35459	36144	35817.2
6	35351	35837	35607.4
7	35231	35683	35453.8
8	35103	35521	35325.9
9	35079	35408	35227.7
10	35043	35302	35149.8
11	35016	35218	35088.7
12	35014	35119	35048.8
13	35005	35066	35028.3
14	35005	35042	35017.5
15	35004	35031	35011.2
16	35002	35017	35007.7
17	35002	35014	35005.6
18	35002	35009	35004.3
19	35002	35008	35003.6
20	35002	35005	35003.1
21	35002	35004	35002.7
22	35002	35004	35002.3
23	35002	35003	35002
24	35002	35002	35002
trial...19
gene	min	max	ave
1	36572	38324	37412.8
2	36209	37684	36831.6
3	35875	36899	36405.8
4	35717	36587	36084.4
5	35535	36126	35824
6	35324	35850	35635.8
7	35206	35661	35480.3
8	35154	35590	35357.8
9	35117	35466	35263.4
10	35076	35316	35187.5
11	35036	35228	35125.9
12	35019	35183	35079.7
13	35011	35134	35047.9
14	35007	35072	35027.6
15	35006	35041	35017.6
16	35002	35029	35011.9
17	35002	35021	35008
18	35002	35016	35005.2
19	35002	35008	35003.1
20	35002	35006	35002.2
21	35002	35002	35002
trial...20
gene	min	max	ave
1	36699	38315	37456.3
2	36356	37418	36885.7
3	36066	36858	36466
4	35716	36541	36133.2
5	35546	36189	35864.8
6	35255	35913	35637
7	35140	35694	35467.2
8	35105	35527	35325.8
9	35058	35384	35216.4
10	35041	35255	35134
11	35027	35178	35081.1
12	35015	35112	35050
13	35009	35072	35033.1
14	35005	35061	35022.9
15	35005	35033	35017.7
16	35005	35024	35014.5
17	35004	35020	35011.1
18	35004	35018	35008.5
19	35004	35012	35007.3
20	35004	35008	35006.5
21	35004	35008	35005.7
22	35004	35008	35004.9
23	35004	35005	35004.4
24	35004	35005	35004.2
25	35004	35005	35004
26	35004	35004	35004
opt count : 0
opt average : 35003.2
convergence generation : 24.35
