Instance : gil262.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	2481	2647	2566.68
2	2439	2572	2510.83
3	2410	2517	2470.5
4	2398	2490	2437.97
5	2384	2439	2415.04
6	2384	2417	2399.76
7	2380	2404	2390.28
8	2379	2398	2384.84
9	2378	2390	2381.93
10	2378	2385	2380.07
11	2378	2384	2378.91
12	2378	2380	2378.43
13	2378	2379	2378.18
14	2378	2379	2378.03
15	2378	2379	2378.01
16	2378	2378	2378
trial...10
gene	min	max	ave
1	2484	2663	2558.66
2	2445	2572	2502.06
3	2419	2513	2462.74
4	2404	2472	2434.89
5	2388	2439	2415.36
6	2382	2426	2401.38
7	2378	2407	2390.49
8	2378	2399	2383.4
9	2378	2390	2379.95
10	2378	2384	2378.56
11	2378	2379	2378.11
12	2378	2379	2378.01
13	2378	2378	2378
trial...11
gene	min	max	ave
1	2475	2673	2559.86
2	2440	2578	2504.04
3	2407	2514	2464.7
4	2393	2478	2433.13
5	2385	2440	2412.49
6	2383	2428	2398.3
7	2379	2408	2389.09
8	2378	2396	2383.92
9	2378	2389	2380.95
10	2378	2383	2379.11
11	2378	2382	2378.26
12	2378	2379	2378.03
13	2378	2378	2378
trial...12
gene	min	max	ave
1	2470	2672	2563.72
2	2437	2573	2506.13
3	2403	2533	2465.22
4	2389	2478	2434.78
5	2383	2442	2413.12
6	2380	2421	2398.3
7	2378	2411	2388.36
8	2378	2395	2382.05
9	2378	2385	2379.19
10	2378	2382	2378.22
11	2378	2379	2378.03
12	2378	2378	2378
trial...13
gene	min	max	ave
1	2488	2661	2561.17
2	2443	2562	2508.84
3	2415	2519	2469.13
4	2403	2477	2437.78
5	2390	2456	2415.51
6	2384	2420	2399.68
7	2379	2407	2390.32
8	2378	2401	2385.11
9	2378	2389	2382.39
10	2378	2384	2380.48
11	2378	2384	2378.86
12	2378	2384	2378.19
13	2378	2378	2378
trial...14
gene	min	max	ave
1	2480	2664	2565.65
2	2450	2561	2508.43
3	2418	2525	2466.59
4	2402	2502	2438.09
5	2390	2446	2416.39
6	2381	2427	2401.16
7	2379	2409	2390.39
8	2378	2399	2383.72
9	2378	2391	2380.11
10	2378	2384	2378.7
11	2378	2379	2378.24
12	2378	2379	2378.06
13	2378	2378	2378
trial...15
gene	min	max	ave
1	2489	2666	2562.05
2	2458	2578	2507.86
3	2427	2514	2467.7
4	2411	2474	2439.61
5	2394	2452	2418.14
6	2381	2430	2402.93
7	2380	2412	2392.1
8	2378	2402	2385.12
9	2378	2389	2381.05
10	2378	2383	2379.26
11	2378	2381	2378.45
12	2378	2380	2378.06
13	2378	2379	2378.01
14	2378	2378	2378
trial...16
gene	min	max	ave
1	2479	2670	2561.14
2	2449	2564	2509.62
3	2414	2522	2469.52
4	2396	2480	2439.41
5	2385	2456	2417.45
6	2381	2424	2401.8
7	2379	2411	2390.78
8	2378	2400	2384.18
9	2378	2388	2380.55
10	2378	2385	2378.91
11	2378	2379	2378.28
12	2378	2379	2378.05
13	2378	2379	2378.01
14	2378	2378	2378
trial...17
gene	min	max	ave
1	2481	2643	2563.64
2	2448	2579	2507.46
3	2415	2513	2464.7
4	2405	2478	2436.22
5	2381	2454	2413.49
6	2378	2421	2397.29
7	2378	2406	2387.72
8	2378	2393	2382.32
9	2378	2390	2379.76
10	2378	2383	2378.43
11	2378	2380	2378.09
12	2378	2379	2378.01
13	2378	2378	2378
trial...18
gene	min	max	ave
1	2471	2639	2560.49
2	2431	2588	2506.01
3	2416	2523	2465.94
4	2398	2488	2436.49
5	2383	2457	2414.82
6	2379	2428	2399.62
7	2378	2405	2388.84
8	2378	2393	2382.7
9	2378	2388	2379.65
10	2378	2383	2378.34
11	2378	2379	2378.01
12	2378	2378	2378
trial...19
gene	min	max	ave
1	2469	2660	2564.21
2	2439	2574	2508.47
3	2419	2520	2467.27
4	2399	2482	2436.99
5	2386	2440	2415.92
6	2380	2424	2401.03
7	2378	2411	2390.8
8	2378	2401	2384.04
9	2378	2391	2380.39
10	2378	2384	2378.61
11	2378	2379	2378.03
12	2378	2378	2378
trial...20
gene	min	max	ave
1	2475	2657	2564.68
2	2443	2581	2509.84
3	2427	2538	2466.81
4	2399	2493	2436.54
5	2390	2465	2415.03
6	2382	2422	2399.34
7	2379	2410	2389.62
8	2378	2401	2384.32
9	2378	2388	2381.43
10	2378	2387	2379.78
11	2378	2382	2378.93
12	2378	2380	2378.47
13	2378	2379	2378.16
14	2378	2379	2378.03
15	2378	2378	2378
opt count : 0
opt average : 2378
convergence generation : 13.05
