Instance : rat99.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
4	1211	1253	1222.81
5	1211	1233	1215.1
6	1211	1220	1212.27
7	1211	1218	1211.48
8	1211	1213	1211.12
9	1211	1212	1211.01
10	1211	1211	1211
trial...9
gene	min	max	ave
1	1224	1354	1286.6
2	1213	1305	1254.47
3	1211	1271	1231.37
4	1211	1235	1219.4
5	1211	1225	1214.35
6	1211	1220	1212.42
7	1211	1216	1211.65
8	1211	1213	1211.2
9	1211	1212	1211.02
10	1211	1211	1211
trial...10
gene	min	max	ave
1	1230	1345	1286.45
2	1216	1302	1255.79
3	1211	1277	1234.8
4	1211	1248	1221.73
5	1211	1231	1214.99
6	1211	1220	1212.43
7	1211	1218	1211.56
8	1211	1212	1211.2
9	1211	1212	1211.04
10	1211	1211	1211
trial...11
gene	min	max	ave
1	1236	1350	1284.66
2	1213	1296	1253.95
3	1211	1276	1231.28
4	1211	1249	1217.89
5	1211	1225	1213.08
6	1211	1218	1211.9
7	1211	1213	1211.42
8	1211	1212	1211.19
9	1211	1212	1211.03
10	1211	1211	1211
trial...12
gene	min	max	ave
1	1223	1348	1286.38
2	1211	1309	1254.03
3	1211	1269	1232.47
4	1211	1255	1219.92
5	1211	1230	1213.67
6	1211	1222	1211.9
7	1211	1213	1211.22
8	1211	1212	1211.03
9	1211	1211	1211
trial...13
gene	min	max	ave
1	1236	1347	1287.29
2	1213	1306	1255.3
3	1211	1268	1232.21
4	1211	1242	1218.62
5	1211	1231	1213.64
6	1211	1218	1212.03
7	1211	1213	1211.6
8	1211	1212	1211.31
9	1211	1212	1211.07
10	1211	1212	1211.01
11	1211	1211	1211
trial...14
gene	min	max	ave
1	1222	1340	1286.05
2	1213	1299	1256.37
3	1212	1275	1234.24
4	1211	1254	1220.01
5	1211	1225	1214.13
6	1211	1220	1212.11
7	1211	1213	1211.54
8	1211	1212	1211.23
9	1211	1212	1211.05
10	1211	1212	1211.01
11	1211	1211	1211
trial...15
gene	min	max	ave
1	1238	1331	1289.51
2	1217	1302	1257.19
3	1211	1271	1234.69
4	1211	1255	1220.1
5	1211	1228	1213.73
6	1211	1215	1211.79
7	1211	1213	1211.31
8	1211	1212	1211.06
9	1211	1212	1211.01
10	1211	1211	1211
trial...16
gene	min	max	ave
1	1221	1345	1285.05
2	1212	1297	1253.6
3	1212	1269	1230.22
4	1211	1247	1217.72
5	1211	1234	1212.92
6	1211	1215	1211.68
7	1211	1213	1211.28
8	1211	1212	1211.09
9	1211	1212	1211.02
10	1211	1211	1211
trial...17
gene	min	max	ave
1	1216	1337	1285.99
2	1213	1288	1253.29
3	1211	1264	1230.9
4	1211	1242	1218.63
5	1211	1226	1213.52
6	1211	1220	1211.92
7	1211	1213	1211.43
8	1211	1212	1211.16
9	1211	1212	1211.03
10	1211	1212	1211.01
11	1211	1211	1211
trial...18
gene	min	max	ave
1	1222	1356	1288.62
2	1212	1301	1255.55
3	1212	1276	1234.13
4	1211	1248	1220.59
5	1211	1234	1214.55
6	1211	1222	1212.41
7	1211	1215	1211.82
8	1211	1213	1211.61
9	1211	1212	1211.38
10	1211	1212	1211.12
11	1211	1212	1211.02
12	1211	1212	1211.01
13	1211	1211	1211
trial...19
gene	min	max	ave
1	1217	1344	1286.93
2	1217	1296	1255.2
3	1211	1272	1233.57
4	1211	1255	1220.05
5	1211	1226	1214.41
6	1211	1218	1212.35
7	1211	1215	1211.6
8	1211	1213	1211.27
9	1211	1212	1211.08
10	1211	1212	1211.01
11	1211	1211	1211
trial...20
gene	min	max	ave
1	1224	1349	1284.46
2	1211	1293	1253.63
3	1211	1279	1231.66
4	1211	1253	1219.18
5	1211	1225	1214.02
6	1211	1218	1211.84
7	1211	1214	1211.18
8	1211	1212	1211.01
9	1211	1211	1211
opt count : 0
opt average : 1211
convergence generation : 10.65
