Instance : kroB150.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
6	26130	26292	26165.1
7	26130	26215	26142
8	26130	26177	26132.8
9	26130	26141	26130.3
10	26130	26130	26130
trial...12
gene	min	max	ave
1	26404	28707	27468.3
2	26236	27642	26911.9
3	26185	27086	26544.9
4	26136	26795	26327.7
5	26130	26492	26217.3
6	26130	26311	26162.3
7	26130	26218	26141.7
8	26130	26159	26132.5
9	26130	26137	26130.6
10	26130	26132	26130.1
11	26130	26130	26130
trial...13
gene	min	max	ave
1	26628	28686	27535.6
2	26369	27794	26973.8
3	26226	27375	26593.9
4	26147	26701	26360.9
5	26130	26514	26236.2
6	26130	26299	26173.6
7	26130	26229	26146.7
8	26130	26147	26136.1
9	26130	26147	26132.2
10	26130	26141	26130.3
11	26130	26130	26130
trial...14
gene	min	max	ave
1	26421	28977	27531.4
2	26292	27785	26950.7
3	26174	27215	26574.5
4	26137	26913	26344.5
5	26130	26585	26229.3
6	26130	26333	26173.2
7	26130	26214	26146.3
8	26130	26178	26135.9
9	26130	26154	26131.7
10	26130	26150	26130.4
11	26130	26132	26130
12	26130	26130	26130
trial...15
gene	min	max	ave
1	26646	28631	27498.1
2	26405	27751	26938.6
3	26171	27110	26584.9
4	26135	26790	26363.1
5	26130	26531	26231.4
6	26130	26296	26167
7	26130	26213	26141.3
8	26130	26147	26134.2
9	26130	26147	26131.1
10	26130	26141	26130.1
11	26130	26130	26130
trial...16
gene	min	max	ave
1	26466	28898	27503.1
2	26251	27796	26909.7
3	26189	27104	26561.3
4	26130	26806	26343.1
5	26130	26530	26224.8
6	26130	26287	26168.7
7	26130	26268	26144.2
8	26130	26181	26133.7
9	26130	26141	26130.6
10	26130	26136	26130
11	26130	26130	26130
trial...17
gene	min	max	ave
1	26446	29024	27481.5
2	26373	28120	26940.7
3	26235	27230	26579.4
4	26153	26769	26360.9
5	26130	26581	26234.2
6	26130	26390	26172.6
7	26130	26224	26141.7
8	26130	26182	26131.5
9	26130	26150	26130.2
10	26130	26130	26130
trial...18
gene	min	max	ave
1	26581	28608	27521.2
2	26289	27928	26958
3	26200	27301	26569.4
4	26142	26748	26343.3
5	26136	26492	26231.1
6	26130	26313	26174.3
7	26130	26276	26149.1
8	26130	26176	26136
9	26130	26147	26131.7
10	26130	26141	26130.4
11	26130	26132	26130
12	26130	26130	26130
trial...19
gene	min	max	ave
1	26641	28709	27538.4
2	26352	27851	26950.2
3	26165	27009	26565.3
4	26135	26847	26338.7
5	26130	26507	26208
6	26130	26261	26156.3
7	26130	26218	26140.5
8	26130	26147	26133.7
9	26130	26141	26131.1
10	26130	26130	26130
trial...20
gene	min	max	ave
1	26344	28463	27518.4
2	26143	27740	26919.7
3	26143	27107	26549.4
4	26141	26749	26320.5
5	26130	26449	26206.5
6	26130	26297	26158.7
7	26130	26207	26137.9
8	26130	26154	26132.3
9	26130	26143	26130.5
10	26130	26132	26130.1
11	26130	26130	26130
opt count : 0
opt average : 26130
convergence generation : 10.65
