Instance : gr229.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
4	1631	1670	1649.88
5	1629	1652	1638.62
6	1624	1644	1631.34
7	1624	1631	1627.31
8	1624	1629	1625.41
9	1624	1627	1624.51
10	1624	1626	1624.08
11	1624	1624	1624
trial...15
gene	min	max	ave
1	1676	1805	1725.47
2	1652	1759	1689.72
3	1644	1713	1666.03
4	1631	1676	1648.52
5	1627	1657	1637.77
6	1624	1644	1630.95
7	1624	1634	1626.84
8	1624	1628	1624.86
9	1624	1626	1624.17
10	1624	1625	1624.01
11	1624	1624	1624
trial...16
gene	min	max	ave
1	1670	1774	1721.46
2	1649	1726	1687.56
3	1641	1697	1665.1
4	1632	1677	1648.87
5	1627	1650	1637.82
6	1625	1640	1630.87
7	1624	1633	1626.74
8	1624	1628	1624.99
9	1624	1626	1624.27
10	1624	1625	1624.05
11	1624	1624	1624
trial...17
gene	min	max	ave
1	1672	1846	1728.8
2	1654	1733	1692.93
3	1642	1705	1667.73
4	1633	1673	1650.22
5	1630	1659	1639.14
6	1626	1647	1632.04
7	1624	1635	1628
8	1624	1631	1625.93
9	1624	1627	1624.81
10	1624	1626	1624.24
11	1624	1626	1624.03
12	1624	1624	1624
trial...18
gene	min	max	ave
1	1670	1812	1723.99
2	1656	1748	1690.41
3	1640	1707	1668.02
4	1635	1680	1651.6
5	1629	1654	1639.67
6	1625	1640	1632.17
7	1625	1632	1627.66
8	1624	1629	1625.86
9	1624	1627	1625.23
10	1624	1626	1624.79
11	1624	1626	1624.42
12	1624	1625	1624.15
13	1624	1625	1624.04
14	1624	1624	1624
trial...19
gene	min	max	ave
1	1678	1813	1723.2
2	1659	1734	1690.13
3	1647	1694	1668.29
4	1636	1674	1651.6
5	1629	1653	1640.26
6	1626	1642	1632.95
7	1624	1634	1628.15
8	1624	1632	1625.47
9	1624	1627	1624.31
10	1624	1625	1624.01
11	1624	1624	1624
trial...20
gene	min	max	ave
1	1670	1802	1721.11
2	1655	1740	1689.24
3	1634	1694	1665.84
4	1631	1678	1650.04
5	1629	1653	1639.02
6	1625	1641	1632.06
7	1624	1634	1627.47
8	1624	1628	1625.29
9	1624	1627	1624.43
10	1624	1625	1624.06
11	1624	1624	1624
opt count : 0
opt average : 1624
convergence generation : 11.5
