Instance : kroA150.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
3	26679	27752	27110.4
4	26536	27253	26846.3
5	26536	26989	26708.9
6	26524	26885	26616.5
7	26524	26709	26560.2
8	26524	26602	26533.8
9	26524	26545	26526.2
10	26524	26536	26524.4
11	26524	26524	26524
trial...16
gene	min	max	ave
1	27064	29516	28080.7
2	26744	28304	27469.5
3	26633	27763	27096.2
4	26536	27344	26863
5	26525	27019	26713.1
6	26524	26874	26619.6
7	26524	26731	26556.6
8	26524	26635	26530.6
9	26524	26577	26524.8
10	26524	26525	26524
11	26524	26524	26524
trial...17
gene	min	max	ave
1	26915	29061	27967.6
2	26824	28305	27404.4
3	26579	27598	27033.3
4	26524	27205	26804.2
5	26524	26993	26660.2
6	26524	26869	26584.4
7	26524	26643	26540.3
8	26524	26587	26526.3
9	26524	26525	26524
10	26524	26525	26524
11	26524	26524	26524
trial...18
gene	min	max	ave
1	27034	29155	27976
2	26838	28215	27424.3
3	26733	27701	27079.6
4	26592	27276	26863.9
5	26527	27072	26732.2
6	26524	26811	26642.4
7	26524	26761	26585.3
8	26524	26686	26542.7
9	26524	26647	26526.9
10	26524	26533	26524.3
11	26524	26525	26524.1
12	26524	26525	26524
13	26524	26524	26524
trial...19
gene	min	max	ave
1	27218	29251	28056.2
2	26888	28425	27487.2
3	26676	27798	27112.6
4	26528	27332	26881.8
5	26524	27074	26722.5
6	26524	26834	26617.9
7	26524	26725	26558.7
8	26524	26670	26529
9	26524	26524	26524
trial...20
gene	min	max	ave
1	27033	29209	28053
2	26703	28440	27451.3
3	26619	27665	27094.5
4	26524	27273	26853.5
5	26524	27016	26709.9
6	26524	26839	26615.8
7	26524	26725	26564.5
8	26524	26667	26531.9
9	26524	26579	26525
10	26524	26524	26524
opt count : 0
opt average : 26524
convergence generation : 10.45
