Instance : ch130.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
8	6110	6158	6119.84
9	6110	6136	6113.09
10	6110	6127	6110.39
11	6110	6110	6110
trial...9
gene	min	max	ave
1	6201	6756	6423.35
2	6123	6588	6294.85
3	6122	6364	6222.22
4	6110	6260	6180.44
5	6110	6210	6149.57
6	6110	6179	6128.76
7	6110	6170	6115.66
8	6110	6133	6111.1
9	6110	6110	6110
trial...10
gene	min	max	ave
1	6213	6676	6415.18
2	6170	6461	6292.11
3	6130	6357	6220.99
4	6110	6244	6176.66
5	6110	6216	6149.99
6	6110	6168	6133.03
7	6110	6156	6122.81
8	6110	6137	6116.59
9	6110	6129	6111.6
10	6110	6128	6110.15
11	6110	6110	6110
trial...11
gene	min	max	ave
1	6180	6715	6418.61
2	6151	6596	6295.64
3	6119	6343	6223.41
4	6110	6261	6181.35
5	6110	6216	6152.52
6	6110	6178	6133.48
7	6110	6160	6120.79
8	6110	6134	6114.12
9	6110	6128	6110.96
10	6110	6118	6110.09
11	6110	6110	6110
trial...12
gene	min	max	ave
1	6209	6709	6418.41
2	6173	6473	6299.12
3	6134	6383	6228.48
4	6110	6254	6185.13
5	6110	6221	6156.69
6	6110	6190	6136.32
7	6110	6171	6120.42
8	6110	6142	6112.94
9	6110	6126	6110.2
10	6110	6110	6110
trial...13
gene	min	max	ave
1	6220	6763	6449.19
2	6153	6500	6315.91
3	6128	6364	6237.09
4	6128	6291	6191.9
5	6110	6240	6161.97
6	6110	6200	6140.61
7	6110	6172	6125.85
8	6110	6148	6117.49
9	6110	6128	6112.95
10	6110	6124	6110.45
11	6110	6110	6110
trial...14
gene	min	max	ave
1	6200	6867	6427.02
2	6134	6464	6299.7
3	6134	6386	6223.87
4	6127	6264	6179.89
5	6110	6213	6152.3
6	6110	6180	6135.34
7	6110	6155	6123.7
8	6110	6142	6116.85
9	6110	6130	6111.77
10	6110	6110	6110
trial...15
gene	min	max	ave
1	6208	6769	6436.6
2	6142	6493	6312.53
3	6133	6337	6231.96
4	6110	6265	6184.48
5	6110	6247	6154.52
6	6110	6192	6134.31
7	6110	6163	6123.42
8	6110	6129	6117.09
9	6110	6128	6112.66
10	6110	6124	6110.22
11	6110	6110	6110
trial...16
gene	min	max	ave
1	6246	6681	6431.97
2	6154	6490	6305.48
3	6139	6419	6228.04
4	6110	6240	6183.9
5	6110	6224	6159.05
6	6110	6184	6140.6
7	6110	6172	6126.31
8	6110	6162	6116.98
9	6110	6128	6111.72
10	6110	6124	6110.19
11	6110	6110	6110
trial...17
gene	min	max	ave
1	6187	6671	6432.98
2	6136	6529	6295.62
3	6110	6349	6220.94
4	6110	6275	6177.73
5	6110	6224	6148.01
6	6110	6184	6127.22
7	6110	6156	6115.2
8	6110	6134	6110.7
9	6110	6113	6110.02
10	6110	6110	6110
trial...18
gene	min	max	ave
1	6204	6757	6417.65
2	6145	6511	6295.24
3	6119	6339	6223.45
4	6118	6249	6181.4
5	6110	6211	6152.28
6	6110	6183	6134.19
7	6110	6168	6121.39
8	6110	6138	6113.99
9	6110	6128	6111.09
10	6110	6126	6110.08
11	6110	6110	6110
trial...19
gene	min	max	ave
1	6183	6716	6426.55
2	6119	6494	6298.49
3	6116	6334	6224.11
4	6113	6250	6181.4
5	6110	6224	6154.22
6	6110	6182	6135.91
7	6110	6167	6122.95
8	6110	6134	6115.7
9	6110	6128	6111.88
10	6110	6124	6110.1
11	6110	6110	6110
trial...20
gene	min	max	ave
1	6186	6719	6421.11
2	6151	6479	6288.44
3	6124	6362	6219.35
4	6113	6263	6175.14
5	6110	6207	6147.34
6	6110	6176	6130.44
7	6110	6158	6120.8
8	6110	6133	6113.73
9	6110	6129	6110.89
10	6110	6110	6110
opt count : 0
opt average : 6110
convergence generation : 10.6
