Instance : u574.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
7	37227	37887	37604.1
8	37179	37741	37403.7
9	37067	37479	37245.9
10	36975	37311	37131.6
11	36950	37221	37043.8
12	36911	37065	36981.4
13	36905	37012	36946
14	36905	36977	36928.8
15	36905	36948	36919.2
16	36905	36938	36913
17	36905	36918	36909.6
18	36905	36918	36906.6
19	36905	36918	36905.3
20	36905	36918	36905.1
21	36905	36905	36905
trial...17
gene	min	max	ave
1	39200	41237	40041.7
2	38591	40052	39407.3
3	38310	39571	38893.2
4	37860	39046	38478.3
5	37742	38471	38146.7
6	37415	38227	37884.7
7	37371	37932	37666.8
8	37267	37714	37498
9	37160	37574	37349.7
10	37063	37481	37227.6
11	36967	37265	37121.8
12	36942	37177	37039.8
13	36917	37097	36976.7
14	36907	37000	36939.8
15	36905	36983	36921.7
16	36905	36930	36914.8
17	36905	36920	36910.8
18	36905	36920	36907.3
19	36905	36918	36905.4
20	36905	36905	36905
trial...18
gene	min	max	ave
1	39130	41142	40036.1
2	38761	39935	39392.7
3	38439	39424	38890.2
4	37950	38924	38501
5	37757	38598	38174.1
6	37583	38296	37904.6
7	37348	37981	37668.2
8	37232	37717	37472
9	37077	37536	37313.9
10	37034	37338	37181.1
11	36973	37198	37083.9
12	36925	37094	37009.5
13	36913	37065	36961.2
14	36905	36971	36934
15	36905	36958	36919.6
16	36905	36942	36911.5
17	36905	36928	36906.9
18	36905	36918	36905.2
19	36905	36905	36905
trial...19
gene	min	max	ave
1	39148	40942	40010.8
2	38599	39997	39373.4
3	38036	39570	38891.1
4	37816	39004	38504.2
5	37593	38556	38196.1
6	37542	38279	37931.5
7	37418	38016	37704.4
8	37294	37778	37511.7
9	37119	37604	37357.1
10	37089	37474	37233.4
11	36977	37359	37142.3
12	36945	37210	37068.2
13	36920	37152	37012.1
14	36919	37071	36964.7
15	36919	37014	36930.9
16	36919	36978	36920
17	36919	36926	36919.1
18	36919	36919	36919
trial...20
gene	min	max	ave
1	39101	41013	40023.4
2	38306	40256	39364.8
3	38194	39523	38870
4	37941	38942	38472.9
5	37750	38524	38158.5
6	37559	38175	37899.3
7	37394	37989	37681.2
8	37186	37776	37494
9	37098	37544	37336.2
10	37068	37375	37213.4
11	36983	37278	37112.1
12	36931	37181	37039.7
13	36925	37050	36988.7
14	36919	37027	36951.8
15	36906	36991	36931.1
16	36905	36939	36922
17	36905	36934	36917.9
18	36905	36920	36916.3
19	36905	36918	36914.9
20	36905	36918	36912.5
21	36905	36918	36909.2
22	36905	36918	36906.1
23	36905	36918	36905.1
24	36905	36905	36905
opt count : 0
opt average : 36905.8
convergence generation : 20.15
