Instance : kroE100.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
7	22068	22138	22091.8
8	22068	22121	22078.4
9	22068	22106	22070.4
10	22068	22068	22068
trial...8
gene	min	max	ave
1	22366	24536	23067.4
2	22084	23333	22576.7
3	22068	22797	22326
4	22068	22507	22193.8
5	22068	22345	22125.1
6	22068	22271	22094.4
7	22068	22121	22078.2
8	22068	22121	22069.6
9	22068	22100	22068.2
10	22068	22068	22068
trial...9
gene	min	max	ave
1	22141	24063	23037
2	22087	23211	22573.3
3	22068	22803	22328.8
4	22068	22500	22192.2
5	22068	22365	22130.9
6	22068	22174	22104.9
7	22068	22162	22088.6
8	22068	22121	22074.7
9	22068	22079	22068.3
10	22068	22068	22068
trial...10
gene	min	max	ave
1	22280	24205	23092.5
2	22146	23561	22634.1
3	22073	22774	22387.8
4	22068	22537	22233.9
5	22068	22383	22152.1
6	22068	22212	22113.6
7	22068	22162	22098
8	22068	22140	22085.6
9	22068	22121	22075.5
10	22068	22106	22069.1
11	22068	22068	22068
trial...11
gene	min	max	ave
1	22256	24163	22971.5
2	22068	23334	22550.7
3	22068	22878	22340.6
4	22068	22488	22216.5
5	22068	22327	22145.3
6	22068	22244	22109.1
7	22068	22178	22092
8	22068	22121	22080.4
9	22068	22106	22071.9
10	22068	22100	22068.5
11	22068	22068	22068
trial...12
gene	min	max	ave
1	22311	24232	23024.6
2	22073	23142	22589.8
3	22068	22903	22355.8
4	22068	22678	22205.6
5	22068	22369	22133.8
6	22068	22260	22095.2
7	22068	22135	22078.6
8	22068	22106	22070.8
9	22068	22100	22068.2
10	22068	22068	22068
trial...13
gene	min	max	ave
1	22232	24306	23073.4
2	22129	23263	22594.4
3	22068	22794	22348
4	22068	22652	22211.7
5	22068	22373	22141.9
6	22068	22208	22105.6
7	22068	22137	22087.1
8	22068	22121	22075.5
9	22068	22111	22069.2
10	22068	22073	22068
11	22068	22068	22068
trial...14
gene	min	max	ave
1	22137	23841	22997.4
2	22126	23328	22558.9
3	22068	22657	22323.1
4	22068	22489	22195.9
5	22068	22388	22134.2
6	22068	22210	22105.9
7	22068	22140	22088.4
8	22068	22121	22077.7
9	22068	22106	22069.8
10	22068	22068	22068
trial...15
gene	min	max	ave
1	22234	23981	23042.3
2	22079	23298	22587
3	22079	22799	22352.2
4	22068	22597	22210.5
5	22068	22368	22138.4
6	22068	22163	22103.5
7	22068	22140	22088
8	22068	22121	22076
9	22068	22100	22069.1
10	22068	22068	22068
trial...16
gene	min	max	ave
1	22286	24636	23081.9
2	22116	23336	22611.7
3	22068	22760	22380
4	22068	22578	22244.1
5	22068	22410	22155.4
6	22068	22260	22111.5
7	22068	22162	22092.6
8	22068	22121	22079.5
9	22068	22106	22070.6
10	22068	22100	22068.2
11	22068	22068	22068
trial...17
gene	min	max	ave
1	22279	24222	23090.7
2	22100	23762	22621
3	22100	22793	22366.3
4	22100	22556	22236.9
5	22068	22416	22161.3
6	22068	22271	22118
7	22068	22162	22102.6
8	22068	22121	22094.1
9	22068	22106	22087.4
10	22068	22106	22078.9
11	22068	22100	22072.3
12	22068	22100	22068.5
13	22068	22068	22068
trial...18
gene	min	max	ave
1	22212	24519	23038.7
2	22147	23522	22578.2
3	22068	22749	22321
4	22068	22498	22193.9
5	22068	22316	22126.9
6	22068	22209	22092.7
7	22068	22121	22077.8
8	22068	22111	22069.4
9	22068	22073	22068
10	22068	22068	22068
trial...19
gene	min	max	ave
1	22155	24551	23054.5
2	22097	23209	22596.5
3	22068	22810	22357.6
4	22068	22567	22211.9
5	22068	22382	22131.1
6	22068	22260	22091.7
7	22068	22140	22074.6
8	22068	22106	22068.9
9	22068	22068	22068
trial...20
gene	min	max	ave
1	22294	24394	23069.8
2	22180	23320	22619.9
3	22084	22869	22358.1
4	22068	22522	22216.6
5	22068	22334	22138.9
6	22068	22263	22108.5
7	22068	22138	22094.1
8	22068	22121	22081.3
9	22068	22121	22071.8
10	22068	22106	22068.7
11	22068	22068	22068
opt count : 0
opt average : 22068
convergence generation : 10.45
